Position_Id,Instrument_Type,Instrument_Name,Asset_Class,Currency,Notional,Market_Value,Delta,Volatility,Gamma,Vega,Theta,Rho
EUR/USD Call Option-015,FX Option,EUR/USD Call Option,FX,USD,35467497,8520148.352065012,-0.706686778,0.2006796056318388,0.002023928,-0.696338994,-0.216901285,0.056511115052695064
US 10Y Treasury-014,Bond,US 10Y Treasury,Rates,USD,32245070,-9523879.135,-0.042536078,0.064833433,5.947055096286053e-05,0.00077772,-0.001146556,0.37590199492680726
TSLA-014,Equity,TSLA,Equity,USD,41049943,-8968902.535,0.3740533508588625,0.25088053812791544,0.000221325,-0.123696543,-0.004439063,0.001550622
EUR/USD-012,FX Forward,EUR/USD,FX,USD,21464497,9174865.938168745,-0.029512486,0.074857881,-4.39E-05,0.042401422,0.005866084,-0.011778587
EUR/USD Call Option-016,FX Option,EUR/USD Call Option,FX,USD,30068674,-4456787.723,0.061808526675590295,0.5454145764711977,0.031692238,2.6775976377245336,0.063305114,-0.046295725
EUR/USD-013,FX Forward,EUR/USD,FX,USD,49622495,7467388.792988375,-0.820695862,0.5744388946137319,-0.000862039,-0.116818529,-0.006746064,0.010127429045066458
TSLA-015,Equity,TSLA,Equity,USD,25643156,-2224097.621,-0.720837668,0.4544589537703002,-0.00483268,-0.405351135,-0.008681596,-0.007572497
AAPL Call Option-015,Equity Option,AAPL Call Option,Equity,USD,42127193,-7617998.848,0.8964982520339287,0.44967652192260854,-0.031275543,4.687365185376306,-0.254903174,0.007008505
TSLA-016,Equity,TSLA,Equity,USD,31225982,-8391135.996,-0.05481416,0.18249096817645183,-0.000449153,-0.281221698,-0.012324558,0.007758787
TSLA-017,Equity,TSLA,Equity,USD,21855450,-6869842.018,-0.082413724,0.090659067,0.00020422,-0.35410026,0.000206867,0.006199786
EUR/USD-014,FX Forward,EUR/USD,FX,USD,31977611,-5002136.103,1.1231838009491026,0.49115754972350406,0.000876819,0.2591586491296682,-0.006136672,0.003441986
Bund 10Y-020,Bond,Bund 10Y,Rates,EUR,26391842,-229632.9214,0.7431222749769353,0.3575390623543521,-0.000374678,-0.042148496,-0.002394138,0.041422393
EUR/USD-015,FX Forward,EUR/USD,FX,USD,20849378,4029958.011,1.5273546305608452,0.4248951419329462,0.000811825,0.086494204,0.001100939,-0.01681803
Gold-017,Commodity Future,Gold,Commodity,USD,32662980,9727971.529705998,0.4058922175136146,0.47880258744742643,0.000421665,-0.077278324,0.029584840257485524,0.024789607
AAPL-022,Equity,AAPL,Equity,USD,6266994,-1169865.134,-0.050325221,0.27518884792374787,0.000740182,-0.274732788,0.004283317,0.00854686
WTI Crude Oil-017,Commodity Future,WTI Crude Oil,Commodity,USD,37826492,363698.8468621969,0.28931753889400547,0.12950062448807473,-0.000408388,0.11557377803074072,0.004757677,-0.03079685
Bund 10Y-021,Bond,Bund 10Y,Rates,EUR,23480568,436314.02766511217,0.10758340606697349,0.48727023964959243,-0.000148368,-0.058506136,-0.001928774,0.3372693119629355
MSFT-012,Equity,MSFT,Equity,USD,16956163,788687.1097587217,1.3974805560965453,0.29957110157562405,-0.003204165,0.2509581880811745,0.005863915,-0.006842798
WTI Crude Oil-018,Commodity Future,WTI Crude Oil,Commodity,USD,10442588,354813.14208924584,0.2920467917406912,0.5048083269707628,1.4764605424736785e-05,-0.615559467,-0.022630951,-0.021534858
AAPL-023,Equity,AAPL,Equity,USD,24029820,-9824504.899,0.638405674,0.290734531,-0.000644622,0.11562154460691816,-0.017224861,0.00598715
EUR/USD Call Option-017,FX Option,EUR/USD Call Option,FX,USD,41790969,-9965503.558,-0.022310171,0.16935902465151834,0.005046374,-0.012786013,-0.290830665,0.16840404861000913
Gold-018,Commodity Future,Gold,Commodity,USD,39624109,-8046673.637,1.3710518498340016,0.14405275915958027,0.000432564,-0.167792822,0.010562979618952101,0.000885828
Gold-019,Commodity Future,Gold,Commodity,USD,15605393,-7968867.931,-2.052807629,0.45915696610754225,-0.001311515,-0.65917161,-0.007254603,-0.019486168
MSFT-013,Equity,MSFT,Equity,USD,17845626,4097938.179095922,0.3805090783924121,0.36618901753669814,0.001467586,-0.221291462,-0.007304019,-0.013333152
Bund 10Y-022,Bond,Bund 10Y,Rates,EUR,10899520,-5901679.35,0.4532344015904748,0.2725315952555776,0.000262533,-0.000198107,-0.001344256,-0.222225668
AAPL Call Option-016,Equity Option,AAPL Call Option,Equity,USD,49645109,7894282.095112257,-0.92730068,0.32066421590523253,-0.005388602,0.07686423,-0.087181983,0.000286596
TSLA-018,Equity,TSLA,Equity,USD,27864911,8572126.591540389,2.150310114960522,0.35230123290759685,0.003063992,0.42675862781950763,-0.012001722,0.008910916
Bund 10Y-023,Bond,Bund 10Y,Rates,EUR,20813858,9517866.757917974,-0.090162131,0.1816790430041878,-0.000148579,0.035098796,-0.001387444,-0.001189067
AAPL Call Option-017,Equity Option,AAPL Call Option,Equity,USD,45410804,8781626.097740404,-0.128931424,0.257991069,-0.018612887,-1.420338738,-0.269598766,-0.041256033
Gold-020,Commodity Future,Gold,Commodity,USD,45654920,-4562233.562,-1.079442475,0.21082630581035428,-2.66E-05,-0.162357159,-0.036647371,0.005793025
EUR/USD-016,FX Forward,EUR/USD,FX,USD,25960758,195536.89407024905,1.053559421356677,0.26363311571009496,0.000845327,-0.207286718,-0.009653127,-0.065552218
AAPL-024,Equity,AAPL,Equity,USD,43921332,-6490900.596,0.22446741387056884,0.32530921743484764,0.000739645,-0.083055997,-0.017658294,0.010566987271424563
MSFT-014,Equity,MSFT,Equity,USD,23503748,6124193.103448663,-0.591593454,0.14534664647990125,-0.00125561,0.011445185971267622,0.004453949,0.001354708
AAPL-025,Equity,AAPL,Equity,USD,29729610,7768634.102881923,0.22626280218566142,0.2664332844568884,-0.000738829,0.089635022,0.007947324,0.003177132
USD/JPY-014,FX Forward,USD/JPY,FX,USD,32779646,7025776.785950296,0.8234190083913211,0.2620219438188079,0.000591485,-0.100141996,-0.004260331,0.031343711
USD/JPY-015,FX Forward,USD/JPY,FX,USD,22263668,-1332661.026,1.458005529671541,0.2073020992632445,-0.00031262,0.095867047,0.006961687,0.019860189934081063
EUR/USD Call Option-018,FX Option,EUR/USD Call Option,FX,USD,8631225,5173477.694,0.17284755313720673,0.5991729786413487,-0.006103326,-1.91814658,-0.032602842,-0.036505211
Bund 10Y-024,Bond,Bund 10Y,Rates,EUR,23829273,-8048416.608,-0.578894134,0.09049513,-9.43E-05,0.002373029,-0.002757772,-0.212283115
Gold-021,Commodity Future,Gold,Commodity,USD,9757570,-9195104.588,-0.556607805,0.4036231266071546,0.002237698,0.4143814795326659,-0.029912631,-0.001743326
Gold-022,Commodity Future,Gold,Commodity,USD,22011845,5064728.2861752175,-2.29838764,0.14594123359503958,0.000697774,-0.13451479,-0.004917546,0.011409584979881027
TSLA-019,Equity,TSLA,Equity,USD,44144887,-1492894.513,-0.732082126,0.5117381941068503,-0.003294131,-0.097644509,0.000524945,-0.010455241
TSLA-020,Equity,TSLA,Equity,USD,1134780,9910985.294791382,0.7364691004441314,0.5528080948051155,-0.004928001,-0.961211485,-0.014452461,-0.002247326
TSLA-021,Equity,TSLA,Equity,USD,40783254,-8054915.683,0.4657167185098039,0.27081289043492734,0.000675317,0.28310326846279205,-0.015064818,0.013684154126245908
EUR/USD-017,FX Forward,EUR/USD,FX,USD,32697747,7112553.630704675,-0.129451259,0.5029131471813902,0.000382541,0.20146731095843104,-0.007222376,0.003695755
WTI Crude Oil-019,Commodity Future,WTI Crude Oil,Commodity,USD,27833052,-400338.6894,-0.341436294,0.18745019714253325,-1.54E-05,0.064335954,0.015960099981143252,-0.00943741
US 10Y Treasury-015,Bond,US 10Y Treasury,Rates,USD,34403477,6543003.91,0.9507202760822285,0.12703767903109386,1.0524934835147172e-05,0.019226979843640163,-0.002282262,-0.240548955
WTI Crude Oil-020,Commodity Future,WTI Crude Oil,Commodity,USD,30577458,6342545.643402897,0.28224120617806814,0.223733047,-0.000209121,-0.338788154,-0.009146289,0.005040781
AAPL-026,Equity,AAPL,Equity,USD,46077520,8319840.027241547,0.9095463907858574,0.23792070764007595,0.001031444,0.2644127796166557,-0.01167057,-0.006210364
WTI Crude Oil-021,Commodity Future,WTI Crude Oil,Commodity,USD,7836085,-4042999.774,0.39507156613663164,0.26854664963206837,0.000659802,0.18303164959623777,-0.012773927,0.024069695
EUR/USD-018,FX Forward,EUR/USD,FX,USD,34041837,8995987.069,-0.803251823,0.2551274180768003,0.000629174,0.27328574408850576,-0.004250706,0.008660033
EUR/USD Call Option-019,FX Option,EUR/USD Call Option,FX,USD,6905360,-6966660.793,1.2442951844686632,0.27612944906777714,0.011632004335537093,-0.833350288,0.16508386785026388,-0.094366817
AAPL-027,Equity,AAPL,Equity,USD,32589400,-8360624.448,-1.238139031,0.44051835119282146,-0.001209482,-0.041033016,0.009064079,-0.007694071
WTI Crude Oil-022,Commodity Future,WTI Crude Oil,Commodity,USD,38216218,-1367689.653,-1.196173461,0.18506907307615433,-0.000236845,-0.28456315,0.009352713,0.015990497644590256
EUR/USD-019,FX Forward,EUR/USD,FX,USD,38413101,6566459.372836852,-0.514979407,0.060216578,-3.30E-05,-0.187085482,-0.007472065,-0.007796152
US 10Y Treasury-016,Bond,US 10Y Treasury,Rates,USD,46579403,-531577.3873,-0.437795936,0.31932430325969935,3.168564303317454e-05,0.019479731934171168,-0.001111328,-0.389932525
WTI Crude Oil-023,Commodity Future,WTI Crude Oil,Commodity,USD,45430272,6585733.5506102815,-0.557468899,0.29656018431267517,-0.000599053,-0.000568399,-0.031467382,-0.01027439
EUR/USD-020,FX Forward,EUR/USD,FX,USD,36755436,4593736.115886105,-0.719943677,0.083035744,-0.000135082,-0.106665636,0.000516839,-0.038641288
TSLA-022,Equity,TSLA,Equity,USD,39189125,-5811432.277,0.9868272043916306,0.12359077082577755,-0.000155945,0.1337130865550018,-0.00328578,0.007682955
Gold-023,Commodity Future,Gold,Commodity,USD,36586640,8977632.497989275,0.054194675,0.3304564920766916,-0.000446117,0.3208348106288995,0.015915246119185985,0.026966772696861176
TSLA-023,Equity,TSLA,Equity,USD,27175979,-8784376.627,0.35190744273261654,0.17911291801076862,-0.000127422,-0.180357953,-0.004078182,4.3796118328654504e-05
Gold-024,Commodity Future,Gold,Commodity,USD,43751126,7965594.151,-1.587969509,0.5326790617777958,0.002448732,0.1676249594388821,0.011235095039886523,-0.014586378
MSFT-015,Equity,MSFT,Equity,USD,21064658,-3911131.02,-0.846951349,0.14531086755272232,0.000917421,0.028533149211571237,-0.013752394,-0.013924736
MSFT-016,Equity,MSFT,Equity,USD,20689413,2961.663288,1.0845702624154838,0.061067448,-0.000152218,0.054795484,-0.009378202,-0.01429827
MSFT-017,Equity,MSFT,Equity,USD,45943878,-1552962.546,-1.203826645,0.2961600731650832,0.000110291,0.3578846777275503,-0.033687843,0.0027949
US 10Y Treasury-017,Bond,US 10Y Treasury,Rates,USD,25947200,-6563308.862,0.7071185364180359,0.5923897108345405,-0.000181432,-0.021223008,-0.003367426,0.23706766277234853
TSLA-024,Equity,TSLA,Equity,USD,43758912,-2837062.672,-1.030665854,0.398629889,-0.001697541,0.18715911918691966,-0.011939064,0.019439089239431353
Gold-025,Commodity Future,Gold,Commodity,USD,23310780,-6141311.274,0.2992183280046312,0.24471634669405845,0.000354589,-0.426227977,-0.025381699,-0.000189759
EUR/USD-021,FX Forward,EUR/USD,FX,USD,34611172,-5922270.491,-1.015487965,0.059277406,-0.00022978,0.039424406488692484,-0.001429281,0.026038480825689547
AAPL-028,Equity,AAPL,Equity,USD,30653797,-6258863.279,0.19662030046938397,0.3167216418582247,0.000221948,0.7022690913629526,0.014057159536331543,0.010926838292014001
EUR/USD-022,FX Forward,EUR/USD,FX,USD,49896766,-219652.3931,-1.07956539,0.16355630117613662,-0.000121604,0.23611984621063387,-0.006903707,-0.026562339
AAPL-029,Equity,AAPL,Equity,USD,49157871,5958627.350226311,-0.256605429,0.4062647469956553,-0.002611542,0.32536091907729053,-0.018611516,0.010149063217621088
USD/JPY-016,FX Forward,USD/JPY,FX,USD,19088062,1379400.6752248202,2.007057318902783,0.37065467155221565,0.000273514,-0.175942587,0.003653211,-0.003225192
EUR/USD-023,FX Forward,EUR/USD,FX,USD,19186447,7864131.771016836,-0.450323575,0.19586757646295172,0.000325473,0.085548175,-0.000106172,0.026608824
WTI Crude Oil-024,Commodity Future,WTI Crude Oil,Commodity,USD,32850125,2730889.771534484,2.0367947804284854,0.087885504,3.502354165823165e-05,-0.005942019,-0.017098,-0.020097654
WTI Crude Oil-025,Commodity Future,WTI Crude Oil,Commodity,USD,48777728,3786802.3126520887,-0.458793398,0.465260559,0.000421879,-0.126949591,-0.001785112,-0.031173568
Bund 10Y-025,Bond,Bund 10Y,Rates,EUR,43547859,3352144.5945400633,-0.705461796,0.37200525202611817,-0.000363993,0.008504985,-0.003844979,0.37714490238799525
TSLA-025,Equity,TSLA,Equity,USD,48055593,-1010816.136,0.075052499,0.5131694372297455,0.00078308,0.10017484098206195,-0.037276333,-0.002914685
AAPL-030,Equity,AAPL,Equity,USD,34494700,3786776.444001656,-0.408990215,0.19289000860019395,0.001267974,0.3165096782965516,-0.016935944,0.007618774
AAPL-031,Equity,AAPL,Equity,USD,39783458,-8605845.071,1.756531982972958,0.4090741356292266,-0.002469646,-0.030335508,0.000684859,0.014348379748615017
EUR/USD Call Option-020,FX Option,EUR/USD Call Option,FX,USD,5870938,7197029.438313264,0.688738455,0.11527427529077672,0.011620693094178125,-2.49003937,-0.041377734,-0.024262944
TSLA-026,Equity,TSLA,Equity,USD,31611091,5556242.868878348,1.181273982805545,0.210495449,-0.001938278,-0.091320034,-0.005149456,0.003545513
US 10Y Treasury-018,Bond,US 10Y Treasury,Rates,USD,28996688,-5095400.835,0.3790021027551532,0.4110965115325532,0.000305967,0.063815167,-0.004244268,-0.093046884
Bund 10Y-026,Bond,Bund 10Y,Rates,EUR,8541243,5360649.085081648,1.482598266646021,0.5040697178296362,-0.000356211,-0.000218547,-0.005274588,0.41683916341069827
US 10Y Treasury-019,Bond,US 10Y Treasury,Rates,USD,12703858,-9747147.972,0.47658150998833504,0.22650902595884076,1.9261854823062332e-05,0.030335700061034355,0.000201411,0.2941506614670406
US 10Y Treasury-020,Bond,US 10Y Treasury,Rates,USD,29241728,-5655068.55,0.3188117268530108,0.48936945610607563,-6.98E-05,0.030132056,-0.001284635,0.28001269096927145
US 10Y Treasury-021,Bond,US 10Y Treasury,Rates,USD,11752065,-8697255.227,-0.497639158,0.42276385315030535,-4.82E-05,-0.00292826,0.003669712,0.39856171128663953
TSLA-027,Equity,TSLA,Equity,USD,2891671,5604538.332357893,-0.909303834,0.2417711243291799,0.00102388,0.2922082864549718,-0.03122895,0.007721371
US 10Y Treasury-022,Bond,US 10Y Treasury,Rates,USD,35716324,5117483.023567744,0.11054156014130635,0.5320183157594416,-0.000214732,0.063269229,0.001304358,-0.481907917
WTI Crude Oil-026,Commodity Future,WTI Crude Oil,Commodity,USD,20308759,6272720.476036612,0.9977381754488336,0.3300759863194871,7.46221464784299e-05,0.3279063146284831,0.002257411,-0.000853584
EUR/USD Call Option-021,FX Option,EUR/USD Call Option,FX,USD,23840482,-9910366.133,0.8935672325329359,0.4065357524003452,0.020604878,-1.697843362,-0.079767524,-0.105101933
EUR/USD Call Option-022,FX Option,EUR/USD Call Option,FX,USD,37732572,24654.53356816061,-0.755200433,0.32259723804691404,-0.003996857,0.27614525538533613,-0.393687679,0.014246853312428262
MSFT-018,Equity,MSFT,Equity,USD,45639259,4096723.9503467306,0.5314067039673245,0.29899597826992236,-0.003286984,0.070657872,-0.042638002,0.004201199
USD/JPY-017,FX Forward,USD/JPY,FX,USD,49296358,-6891977.425,0.23201519631586837,0.5163877444813709,-0.000668868,0.085896904,-0.000286649,-0.063262705
AAPL-032,Equity,AAPL,Equity,USD,28731509,2995814.5502524935,-1.118263583,0.21208742827124416,-0.000717252,-0.371909996,0.002914767,-0.012380185
AAPL-033,Equity,AAPL,Equity,USD,25362572,-8317798.014,0.5118455817801992,0.070146072,-0.000346444,-0.152252587,-0.000960476,0.019917516
USD/JPY-018,FX Forward,USD/JPY,FX,USD,37563740,-6373482.878,-2.724679547,0.5338804539497286,0.000521789,0.13257064021244339,-0.008524907,0.021812652886430646
TSLA-028,Equity,TSLA,Equity,USD,30089149,-484063.7001,0.26316354598898556,0.5037631741781506,-8.18E-05,0.48415031658133173,-0.017558573,-0.010605354
EUR/USD-024,FX Forward,EUR/USD,FX,USD,26224219,3071303.053622041,2.9655761924085264,0.251608261,-0.00044636,0.008088224,-0.003996006,0.007144002
TSLA-029,Equity,TSLA,Equity,USD,7566897,-7082617.461,-1.019885202,0.1519981262878662,-0.000513297,-0.245741733,-0.033676679,-0.001267699
AAPL-034,Equity,AAPL,Equity,USD,41340159,-6295533.383,0.018752615,0.421543504,-0.003200977,0.6839314229308149,-0.011480913,0.006696604
AAPL-035,Equity,AAPL,Equity,USD,1015767,-5911072.659,-1.894264224,0.093318497,-0.000300545,0.16442314895350235,-0.009493711,0.016244702
USD/JPY-019,FX Forward,USD/JPY,FX,USD,42344404,-5225983.906,-0.906001987,0.2830651155463446,0.00096847,0.18375513113378592,-0.00072513,-0.043933635
US 10Y Treasury-023,Bond,US 10Y Treasury,Rates,USD,43370918,-5468923.029,0.4537186437500542,0.097224277,-0.000173413,-0.005152588,-0.005890246,0.003391099
TSLA-030,Equity,TSLA,Equity,USD,15647488,-2097017.83,-1.042462006,0.3788503214308195,0.003266845,0.014990193793611845,0.003780595,-0.008530911
Gold-026,Commodity Future,Gold,Commodity,USD,28308068,3075793.0167344585,-0.034258143,0.064964611,-3.35E-05,0.042892062,-0.012654543,-0.051137863
USD/JPY-020,FX Forward,USD/JPY,FX,USD,33192720,-1239364.337,-0.426201959,0.39608110659887136,-0.000258294,0.087429577,-0.00415747,-0.007088206
WTI Crude Oil-027,Commodity Future,WTI Crude Oil,Commodity,USD,41868923,5519478.174997764,-0.378428368,0.42026306530916807,-0.000849579,-0.329414969,-0.026474431,0.005320572
AAPL-036,Equity,AAPL,Equity,USD,27375395,4385370.118972296,0.1906486884846215,0.3179294610438331,-0.002118105,-0.059180353,-0.023061814,-0.008527986
USD/JPY-021,FX Forward,USD/JPY,FX,USD,20580929,-7469461.719,0.5812755526937244,0.1462540311136865,0.000140391,-0.334956985,-0.002544704,-0.034087706
TSLA-031,Equity,TSLA,Equity,USD,11981412,-9023167.534,1.2302677544535274,0.10576666624496397,-0.00023415,0.089378424,-0.024326633,-0.01543522
AAPL-037,Equity,AAPL,Equity,USD,481856,7558831.279992122,0.8329706228846139,0.22231079147535177,-0.000865979,-0.365027547,-0.010256736,-0.012809405
EUR/USD-025,FX Forward,EUR/USD,FX,USD,45686552,-8403378.669,-0.677930102,0.3058636737800068,-0.00011841,0.289595598,-0.003667716,0.034379788126866234
USD/JPY-022,FX Forward,USD/JPY,FX,USD,20642660,-7033216.386,1.6976352159056138,0.4032145742646644,0.001103987,0.17016608466206784,-0.00698848,-0.000420137
Bund 10Y-027,Bond,Bund 10Y,Rates,EUR,47949253,-9557334.489,0.7489687303081716,0.050687570135174796,-2.98E-05,0.030650356367537518,-0.005813733,0.7127490857957421
AAPL-038,Equity,AAPL,Equity,USD,42806401,2566727.3059730753,-1.558948099,0.44108515557944966,-0.000645151,0.44704739585837133,0.005396082,0.014627297231862438
TSLA-032,Equity,TSLA,Equity,USD,27973913,1647411.2631669715,0.6652325921965275,0.441991563,0.002598738,0.31222805068785625,0.012780896011577099,0.000434658
MSFT-019,Equity,MSFT,Equity,USD,38233529,9738073.328705113,0.825595172,0.2944957935708749,-0.001669664,-0.068929926,0.013784785602179548,0.007331951
Gold-027,Commodity Future,Gold,Commodity,USD,41267744,7738647.926343441,0.966318833,0.23887354516137344,0.000497734,-0.011880912,-0.021021837,-0.012137801
AAPL Call Option-018,Equity Option,AAPL Call Option,Equity,USD,37671331,-1783136.45,0.43774023911094206,0.5132697105686972,0.057479325,0.5454445592220004,-0.155286064,-0.082382191
US 10Y Treasury-024,Bond,US 10Y Treasury,Rates,USD,15628998,-2568283.182,-0.778309959,0.4815231151171753,-7.11E-05,-0.03011761,-0.004285442,-0.176827545
AAPL Call Option-019,Equity Option,AAPL Call Option,Equity,USD,37609631,-4062959.314,-0.214107467,0.5908018486847482,-0.051447933,-1.671112582,-0.14328923,-0.026528629
TSLA-033,Equity,TSLA,Equity,USD,36923328,-6951861.599,-2.070206556,0.2545619429364236,0.001015103,0.2400561575217241,-0.014953796,0.010908445312524762
WTI Crude Oil-028,Commodity Future,WTI Crude Oil,Commodity,USD,37907891,-7238326.868,-0.157892554,0.548757933,-0.000722407,0.7237380641016103,-0.01396364,0.009017843
WTI Crude Oil-029,Commodity Future,WTI Crude Oil,Commodity,USD,24234159,-7354325.84,2.0289426240766937,0.098071037,0.000342828,0.058092677,-0.006002155,-0.007415522
